url,city,subcity,datetime_created,datetime_updated,category,type,title,text,age,body,body art,diet,dislikes,drinks,drugs,education,ethnicity,eye color,facial hair,fears,hair,height,hiv/hsv/hpv,interests,"kids, have","kids, want",likes,native language,occupation,personality,pets,politics,religion,resembles,smokes,status,weight,zodiac
http://lasvegas.craigslist.org/stp/5483046542.html,lasvegas,,2016-03-08 19:06,2016-03-08 20:11,stp,ww4w,Traveling Oppurtunity,"
Can you appreciate living on the road for months at a time? 
In need of a straight strictly platonic female licensed driver to enjoy the adventures of living worry free. We are a lesbian couple who is ready next week for this experience but we are not drivers. We will pick up one more driver at some point but we need one now. All that we care about you is that you are free spirited, great personality, humble, happy, sense of humor, good around children, wanting the experience of off the grid plus if you can provide for yourself that's helpful. We work for ourself and can teach you how easy it is. We will have a motor home for this lovely experience. Again leaving next week, hope to talk soon. Please detail much about you, including phone number to talk asap.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5479644660.html,lasvegas,,2016-03-06 15:37,2016-03-08 19:58,stp,m4m,4 days here,"
I'm a slim sexy Latin boy. I'm traveling with a group of friends but I have my own room. I'm going to be at planet Hollywood. If you are a top let me know. We can have great safe fun! Pics and stats.
",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5483080516.html,lasvegas,,2016-03-08 19:43,2016-03-08 19:57,stp,m4w,Playing games (real games),"
Im looking for someone that enjoys games (board games,card games,dice,etc). It may seem weird, but I enjoy playing all sorts of games, i think its a good way to get to know someone on friendly terms. Im not looking for any weird or kinky play, just normal games :) Prefer if you could host, I have plenty of games. Any age is ok..at least over 18. Im 44 yrs old friendly, sane (mostly) and very respectful. If interested just send a message telling me about you :) And put a game title in the heading, thanks
",44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5483001075.html,lasvegas,,2016-03-08 18:22,2016-03-08 19:10,stp,w4m,i need a pleasant distractoin,"
I dont wanna hook up just someone to hang out with that has a sense of humor. Im a mid 30s female thats over the games and drama and just want someone to help pass time with pleasant company
",,athletic,,,,,,,,,,,," 5'4"" (162cm)",,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5478678972.html,lasvegas,,2016-03-05 22:28,2016-03-08 19:05,stp,m4w,Seeking female friends,"
Ok I'm gonna make this short and sweet. I am on here because I want to make female friends. If you are interested in getting to know each other and being friends please call or text me at 4 eight 4 3 three 8 3 six 3 nine. If I don't answer please leave me a voicemail. I don't respond to emails. Thank you.
",29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5483030499.html,lasvegas,,2016-03-08 18:50,2016-03-08 18:50,stp,m4w,Fun athletic guy looking for someone to hangout with,"
In town until Friday. Just looking for someone to hangout, drink, gamble, or any other activities with. Have to be able to hold a conversation and be fun.
",36,athletic,,,,,,,,,,,," 6'2"" (187cm)",,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5479008986.html,lasvegas,,2016-03-06 08:20,2016-03-08 18:40,stp,,need good samaritan,"
Hello! I am a young mom struggling financially i just moved here and i am i lil behind on bills if anyone can find it in your heart to help. Thank you and god bless!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482954230.html,lasvegas,,2016-03-08 17:40,2016-03-08 18:21,stp,m4w,Lonely,"
I've been single well over 2 years now and I'm getting a bit frustrated with the dating scene in Vegas. I still hold on to hope that the saying ""there's someone out there for everyone"" is actually true. One of the biggest things I miss is cuddling with someone I care about. So I'm posting to CL in hopes that I might find a lady that would be interested in an on going cuddle friend relationship.

I'm looking for a friend, but if the chemistry is there I'd be open to more. Nothing expected other than some mutual and needed companionship. I'm a very laid back and easy going guy. 

So Lets cuddle....tonight and maybe ongoing. We can watch a movie and have drinks to break the ice a little. Since I'm keeping it open to the possibility of finding someone for a LTR; I'd prefer no Black women, just have never been attracted. 
",33,hwp,,,,,,,white,,,,," 5'11"" (180cm)",,,,,,,,,,,,,,single,,
http://lasvegas.craigslist.org/stp/5450816398.html,lasvegas,,2016-02-16 12:03,2016-03-08 18:14,stp,m4w,Visiting Vegas March 14-19.,"
Hello,
I am visiting Vegas for a week and would love to meet someone for accompany and fun. I will be staying at MGM. We can meet for drinks,dinner,see a show or maybe do some gambling together and if we hit it off more. I am educated, fun and very easy going. If you are visiting as well would love to hear from you. I am posting a few weeks early so we can get to know each other before we meet. Thanks.
",40,average,,,,,,,,,,,," 5'11"" (180cm)",,,,,,,,,,,,,,single,,
http://lasvegas.craigslist.org/stp/5478526089.html,lasvegas,,2016-03-05 18:36,2016-03-08 18:12,stp,m4m,friends,"
Looking for a friends some one to hang out with chill go out or just talk I'm a cool chill person I work have my own car I'm 5,10 Hispanic down to earth hmu with a face picture in first message.

Cholos and thugs are my type but everyone is welcome hmu 


Add me on snapchat: steven046
Text me 702five 0 five 1192
",19,average,,,,,,,,,,,," 5'10"" (177cm)",,,,,,,,,,,,,,single,,
http://lasvegas.craigslist.org/stp/5469611605.html,lasvegas,,2016-02-29 05:30,2016-03-08 18:02,stp,m4w,Naturist Friends Wanted,"
Hi I'm looking for friends to hang out with who are comfortable with and enjoy the naturist lifestyle. I'm a 31 year old young man who has been interested in the freedom that nudism brings, but have never tried it outside my home. I'm looking for someone to help me get more into the lifestyle and hopefully hang out with. I'm not looking for sex, but if friendship and hanging out evolves into that I'm ok with it. Please be female and between the ages of 20 and 45. If interested, email me under the subject ""Natural Friends.""
",31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5479385708.html,lasvegas,,2016-03-06 12:31,2016-03-08 18:01,stp,m4w,In Search of New Friends to Text,"
I'm looking for someone to text about anything, whether it be problems or random stuff. If we click, then it could lead to more. I'm a 30 year old college student who's sweet, introverted, and tranquil. I'm also open and honest about myself. All I ask is that you be female, between the ages of 22 and 50, and honest about yourself. If you're interested, text me at 
show contact info
Hope to hear from you soon!
",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482976449.html,lasvegas,,2016-03-08 17:59,2016-03-08 17:59,stp,m4w,"Under 30 & Starving student, jobless, broke? I'll help :)","
Looking to help out a cute girl and make her life better safely

If you're in one of these situations:

Broke and in debt
Starving student
Jobless

I'm willing to help you out :)

I'm not one of those old creepers who's looking to get u to do anything illegal for my help. 

You don't have to expose yourself, or do anything s3*ual. 

But talk to me and we can work something out. 

I could use someone cool and cute to talk to and hang out with once in a while :) that would be a good start. 

Wanna know more, just ask! Tell me what you need from me, and I'll tell u what I need from you. 

You scratch my back, and I'll scratch yours. 

Pic 4 pic.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482957779.html,lasvegas,,2016-03-08 17:43,2016-03-08 17:43,stp,m4m,FRIENDS,"
2 guys - forty four and forty five, looking to meet other gay/BI singles or couples. Like evenings at home, coffee/cappuccino or coffee/drinks out. 

We are both in-shape, have diverse interests. Looking for other cool guys.

Send photo and SOME INFO ON YOU. SERIOUS ONLY.
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482865530.html,lasvegas,,2016-03-08 16:28,2016-03-08 17:35,stp,m4w,Join me for sushi tonight,"
Looking for a fun female to join me for sushi and sake at Southpoint Casino tonight. I am a 45 yr old white male, 6''1, 195 lbs. Please be a non smoker. Looking for a strictly platonic dining partner. 

Pic for pic
",45,average,,,,,,,,,,,," 6'1"" (185cm)",,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5457555943.html,lasvegas,,2016-02-20 21:49,2016-03-08 17:32,stp,mw4m,"hey you!.,,college age stud, u have cougar dreams....","
Dear son,

I'm writing this to let you know that I found your stash of porn in your secret hiding spot. Seems you forgot to throw them away after you moved out. 


But I also found the letters you kept stashed......where you were fantasizing about pumping my wife. Your step mom. And my ex girlfriends as well.

I know you were horny and I understand. If you want to discuss these stories via kik,
Let's do so. It has to be without anyone finding out.



Simcerely,

Horny dad


____________________
____________________
(((We can also swap these roles, if you are older. I prefer around 20 or around 55.
Give or take a few yrs.))) Pay attn to that range or it may not work out. And only
via kik .....nights are best due to my work and private life. Send age and kik name 


Thanks.

____________________
____________________purely safe fun only
____________________
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5481060641.html,lasvegas,,2016-03-07 14:04,2016-03-08 17:25,stp,mw4mw,Couple in town,"
FHey guys were a young in shape couple in Vegas for this week looking for another couple to meet maybe at a club or for drinks somewhere We both have done a little bit of swinging in the past shoot us a email or text nine 2 9 38 5 87 3 2
",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482865554.html,lasvegas,,2016-03-08 16:28,2016-03-08 17:18,stp,m4m,Grad Student at Hotel Looking for Affordable Massage on Table from CMT,"
I am visiting and staying at a hotel off the strip and need a full body massage from a massage therapist with a table. Please be a CMT or LMT and be able to host or come to my hotel. I am 29 years old and stand 5'10, weigh 175lbs, masculine, Latino, athletic and sore. Send me some details and I will get back.
",29,athletic,,,,,,,latino,,,,," 5'10"" (177cm)",,,,,,,,,,,,,,single,175,
http://lasvegas.craigslist.org/stp/5469358248.html,lasvegas,,2016-02-28 19:51,2016-03-08 17:05,stp,m4w,Sour???? :),"
Do you want sour that you can smell from down the street???


Make you get really high so that shitty buffet tastes good?


Sour!!!!!!!!!!!!!!

",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482856164.html,lasvegas,,2016-03-08 16:20,2016-03-08 17:00,stp,m4w,HOLY COW BE REAL,"
OK, please read, no sex, no I will not give you money, no I do not want a massage happy ending. 
What I am looking for...just company, movie, dinner, it is really that simple...
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482900010.html,lasvegas,,2016-03-08 16:55,2016-03-08 16:55,stp,w4m,party planner?,"
Need a dope party planner to hooke up. Email me and we can meet up. Please be mobile.
",24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482736264.html,lasvegas,,2016-03-08 14:53,2016-03-08 16:26,stp,m4m,"Come relax, healing hands hosting 1 hr Tue","
Hi athletic 30 yo 6f 180, ex miltiary offering a CLEAN 1 hr massage for 60 an hr. Everyone is welcomed but please no endless emails, pic collectors or drugs. I am discrete, professional and respectful, you be the same as well. Near Durango and Blue Diamond.
",30,athletic,,,,,,,,,,,," 6'0"" (182cm)",,,,,,,,,,,,,,single,,
http://lasvegas.craigslist.org/stp/5482782214.html,lasvegas,,2016-03-08 15:25,2016-03-08 16:12,stp,w4m,Why Suffer Needlessly ...,"


Lonely?
Bored?
Depressed ?

You Need Someone Who Cares

Who Understands You 

Who Is There For You When You Need Them

Someone Who Understands 

Someone Who Will Listen To You 

I Am Offering You Something Unique 
If You Are Up For It 





Strictly Platonic Not Sexual 
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482841945.html,lasvegas,,2016-03-08 16:09,2016-03-08 16:09,stp,m4w,Come on Over This Evening & Let's Fool Around,"
Hey there. 

So I'm a very fun, very flirtatious kind of brawny, charming dude. I'm looking to have a super curvy girly girl come over for a bit tonight and spent some time. 

Ideally the chemistry will be there and we can be something more than friends tonight, but I will say I'm someone who needs to really be attracted to hook-up. Hopefully we end up being into each other but if not it's really quite alright.

Text a pic to my phone if you're interested and available this evening to come over and spend some time. We can sit out back by the pool or we can cuddle up inside and watch tv. I like to just play it by ear actually.


No hookers, no schemers, no ghetto hood rats.
If you date black ghetto dudes, do not contact me. You're not my type.
If you expect me to spend money on you for your time, you're not my type. 

I prefer very feminine good girl next door types with hidden naughty streaks. You like bad boy gentleman types who while very street smart, are still very well-spoken and intellectual.

Just wanna say to all the cynical hearts out there in Craigsworld, there is no truly 'angle' to this ad, and I'm really just a down-to-earth nice guy looking for a friend with benefits. 

I am NOT looking for a relationship. I already have one, so be okay with that. I need a sexy mistress basically.


Hope to hear soon, and be safe on here ladies. Mwah.


-Jet
",28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482773593.html,lasvegas,,2016-03-08 15:19,2016-03-08 15:55,stp,m4w,let it snow,"
Hey friends, if you're in this section you want new buddies like the rest of us. But who needs friends when you can play in the snow? Playing with friends is even better! Hit let's be friends... I'll introduce you to some $now angels
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482766372.html,lasvegas,,2016-03-08 15:14,2016-03-08 15:52,stp,w4m,Its all good here,"
Your busy life can wait for an hour or so while you get a relaxing mas sage from me. Allstate may claim you're in good hands with them, but they don't provide massages. So you're best bet in Vegas will be to get in touch with me for that.
1. Click on the reply button above.
2. Include in your email a number I can contact you at.
3. I don't care to see anyone's pictures so don't send me any...it isn't important.
4. Please state what my ad is about in your reply to eliminate spam and scammers. I will not respond to any email that doesn't include #4.

Here's to improving your day!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482791097.html,lasvegas,,2016-03-08 15:31,2016-03-08 15:45,stp,m4w,Any girls need some 420?,"
The Best In Vegas!!!!


Sticky Organic Dank!!!!!!!!!!!!!!!!!!


No sketchy weird stuff!!! Nice People!!!!!!!!!

THE best in vegas try it once
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482718567.html,lasvegas,,2016-03-08 14:41,2016-03-08 14:41,stp,w4m,Why can't we be friends ?,"
I am looking for a new friend to text and hang out with. . I am a super awesome person, trust me you wanna get to know me ;) I'm looking for platonic ! Anyone under 35 please :)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482699283.html,lasvegas,,2016-03-08 14:29,2016-03-08 14:40,stp,t4m,transition assistance,"
I've been transitioning for quite some time now. I'm still a pre-op tgirl but I need assistance financially to achieve my feminization goals. If you're interested in lending a hand, it'll be greatly appreciated. Pics and more information about myself are available upon request. Thank you so much in advance!!!
",28,curvy,,,,,,,,,,,," 5'9"" (175cm)",,,,,,,,,,,,,,single,,
http://lasvegas.craigslist.org/stp/5482709440.html,lasvegas,,2016-03-08 14:35,2016-03-08 14:36,stp,t4t,girls night out in April,"
We will be visiting in April and going to a girls night out with the Just You boutique. We would like to meet some other cross dressers for fun. If you are interested in meeting up with someone just like you please respond and we will give you all of the details. Girls night out is April 16th. Please send pic upon response.
",41,average,,,,,,,,,,,," 6'1"" (185cm)",,,,,,,,,,,,,,married,,
http://lasvegas.craigslist.org/stp/5482652435.html,lasvegas,,2016-03-08 13:59,2016-03-08 14:25,stp,m4w,Woman Golfer,"
Hi, I am a good looking man that enjoys playing golf with women. I have an 8 handicap and am looking for any interested female that might like to enjoy a round of golf with me. All ages welcomed. Lets tee it up and have some fun and then enjoy a drink when we finish.
",60,average,,,,,,,,,,,," 5'10"" (177cm)",,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482538835.html,lasvegas,,2016-03-08 12:51,2016-03-08 14:06,stp,m4w,Seeking 420 buddy,"
Looking for a discreet 420 buddy to get baked with and walk the strip. I'm in my late 30's, decent shape, and think I'm still attractive. I'm well traveled and have a brain so I can hold a conversation. Just looking for that 420 cutie to hang out with. Check stuff out, grab a bite and maybe a drink. Although I'm not a big drinker, but will have a couple to be social. Please reply with a brief description of yourself along with a pic. No nudes please. Nude pic girls are always fakes. Please be real and let's not waste each other's time. I'm off of work now and ready to have fun. Hope to hear from you.
",,fit,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5439662985.html,lasvegas,,2016-02-08 16:51,2016-03-08 13:34,stp,m4w,Free Japanese styleMassage for Woman,"
Relax. You deserve it. Come for a relaxing massage in a safe and clean environment. Japanese style massage that will leave you wanting more. Soothing music, clean sheets, candle lit and quality lotion. Attractive 43 year old male is awaiting your reply. Picture available upon request. Available all week and weekend. Reply now, relax soon. 
Sincerely,
Bill
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5472954819.html,lasvegas,,2016-03-02 07:54,2016-03-08 13:13,stp,m4w,Friends????,"
Looking for a female friend someone i can talk to, if you enjoy a good conversation hit me up I can talk about anything just looking to make some new female friends, so email me back lets chat and see what happens u never know we may become great friends??? Maybe more!!!!
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482367275.html,lasvegas,,2016-03-08 11:15,2016-03-08 12:58,stp,m4m,good looking Asian for massages,"
Hey i got the touch let me put hands on you if you're interested hit me up for details thanks
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5452110849.html,lasvegas,,2016-02-17 09:47,2016-03-08 12:55,stp,m4t,Seeking Friendship In Vegas,"
Just how important is honesty to you? It means the world to me. I consider myself a very open minded man with a genuine sense of integrity. I treat people with the same respect I expect. My word means everything to me. If I say I will do something you can count on it happening. Life can throw us all all some curves at times yet a positive attitude can get you through just about any situation. I am many years into a failed marriage and at this time that can not be changed. After some conversation I will be more than happy to explain my living situation with you in great detail. I moved here to Las Vegas many years ago from beautiful Southern California. I still enjoy everything this town has to offer. I hold a high level management position in a career field that I enjoy yet the hours are sometimes difficult. My free time is precious and I make the most of every minute away from work. A few of my many passions in life are fitness, hiking, exploring, music, and fine dining. My lifestyle is a healthy one consisting of healthy food choices and avoiding cigarette smoke or any type of drugs. What I seek here is the possibility of meeting one local woman that would enjoy getting to know me. A new friendship or more would be perfect. Please feel free to contact me if you would like to know more.
",47,athletic,,,,,,,,,,,," 6'3"" (190cm)",,,,,,,,,,,,,,separated,,
http://lasvegas.craigslist.org/stp/5466285061.html,lasvegas,,2016-02-26 15:26,2016-03-08 12:53,stp,m4w,Sour Power,"
Do you love sour tangie strain!

Review- ""Need a mood boost in the morning? Reach for Sour Tangie, an energizing, smile inducing strain. Zero brain fog. Especially nice if you have a lot to do in the house....Now it's actually going to be fun.""
do NOT contact me with unsolicited services or offers


Me too!!!!!!!!!!


Do you wish you could order some for a fair price from nice people?


Don't ya wish it weighed what they said it would?

Email me for details :)
",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482504583.html,lasvegas,,2016-03-08 12:31,2016-03-08 12:43,stp,mw4w,friends first,"
We are a newly married and looking for some new friends before we settle down and have kids.
Male 30 
Female 28
Married last summer 
Open to new things with the right girl/couple. . .

If interested send a pic and we will reply with one too.
Hope to hear from you soon. . .
",30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482455573.html,lasvegas,,2016-03-08 12:03,2016-03-08 12:38,stp,m4w,"Drinks, conversation, travel tales and more","
Hey there. I am traveller and storyteller, in mid 30s , fun, sharp and a great company. Looking for some company tonight over drinks to have some great conversations, hang out and just talk about anything and everything under the sun. No fixed agenda, just go with the flow. Maybe we will share travel tales, that song that you keep humming, that road trip that you so wanna take, that relationship that you are confused about, that club where you wanna go and dance tonight , that food that you wanna try, that cigar that you wanna try. So pretty much anything and everything . Please be intelligent, confident and independent strong women. That's all I seek.
",,athletic,1 tattoo,,,,,,,Black,,,Black," 5'9"" (175cm)",,,,,,,,,,,,,,,,
http://lasvegas.craigslist.org/stp/5482240629.html,lasvegas,,2016-03-08 10:07,2016-03-08 11:27,stp,m4w,I think I'll have myself a...,"
Going to be out an about today and thinking of hitting up a few breweries, probably Crafthaus in Hendo and Hopnuts near downtown. Just looking for a great conversation in this desert of personality.
",35,average,,,,,,,,,,,," 6'0"" (182cm)",,,,,,,,,,,,,,,,
