providence,"
Straight guy into making out, kissing, suking
playing with each others coks
might bottom for right guy.
First timer so you must be a bit gentle at first.
59 looking for around my age or so.
Sorry, no queers, one liners
or assholes that have no life 
and just want to jerk off while typing.
-
East bay area.
-
U host or car.

"
providence,"
Shall we meet and hang
Real men only please
No fake data collectors that only want pictures and do not meet
59 6' 240 ball belly
be local and give real stats 
Tell a little about yourself cos you are coming to my place
Let's meet
"
providence,"
lookin for eighteen n up for NOW ONLY only contact me if ur lookin for now,no pic collectors or 2morro guys plz, i can host in prov near johnston
"
providence,"
alone and need to suck a cock badly and swallow your load in your car, have safe places to go, call me,401 545 sixteen ten
"
providence,"
hot wm need to bust a nut .. drain my cock dry with ur mouth and lick my balls till i explode down ur throat.. nsa. come in to my studio the door is unlocked shut up and milk me....Italian male 40 here , 5.9tall 145 lbs athletic body gl br /hzl hosting and lookn for now. perfer hairy dudes thanks .. replys please forward pix and stats for immediate response. thanks...STILL LOOKN, HORNY AND HOSTING IF POST IS UP
"
providence,"
hey guys im ron im 60 ital 5ft3 118 horny and lookin4 some young guy inwarwick thats lookin2 get suckedoff imvery very clean discreet goodcock sucker if ur in warwick text me 401 three zero four five zero zero oneplwase be under 29andinwarwickor closeimalsointo youngblkor ricans
"
providence,"
EARLY AM. DDF EXTREMELY CLEAN HYGIENIC ,FIT , 47-YO, DECENT LOOKS SOLID MUSCULAR BUILD, FIVE , SIX , 185. HOSTING,PROVIDENCE, WANTS ORAL SERVICE, AND MAYBE A FUCK! VERSATILE BOTTOM HERE. PIC STATS PLEASE , SAME AGE OR YOUNGER.SERIOUS ONLY.I DON'T DO TRANSPORT.
"
providence,"
looking to host a gl masc disc gl guy wm/mwm 30--50yo that can edge my cock & empty my full sack then leave. hmu for now , , not tonight , not tomorrow , NOW .... please forward pix for response .LOOKING FOR NOW ONLY please dont ask me to fuck you it wont happen... Not looking for a total bottom .
"
providence,"
If your reading this I am still looking to host a gl masc disc DL INSHAPE guy wm/mwm that can come by and milk me dry. I do not have a ghole but can do ANON 
Looking for in shape to thin guy WMs only....no talking come in and suck
.. please pix with sts for IMMIDEate response..
"
providence,"
Tall, lean/inshape, smooth, Cute, DDF, guy, whos really into body contact/massage, hanging and more! Lets talk and see where things go! Looking for FWB or LTR!

Looking for a Masculine, Top/Vers, inshape/average/muscular, Hairy/semi-hairy guy who has hairy legs! Blonde/DirtyBlondes a +!

"
providence,"
Looking to cuddle with guy do some touching and kissing. I am 44 yrs old 6' 235lbs 5"" cut if you would like to cuddle with chubby guy send stats, age, pic, location.
"
providence,"
Hosting top guys to be serious and come I am a bottom looking for be fun lets play serious only please...MUST MUST GET HARD OR PLEASE DONT RESPOND COME ABUSE MY HOLE.
"
providence,"
very very clean and shaved hole looking for a stiff pole to slide in.all safe play come here or come to you looking for daddy/bear types must be able to get hard and use condoms looking for BIG !!!!! I will be naked and waiting with lube up deep in me with tampon holding it in remove tampon and go in safely.... ! ASAP
"
providence,"
I know this is the wrong place for that but I have this little hope my first boyfriend will find me somehow. I just moved here for college and I love it so far and I'm planning in staying here even after I graduate. Anyone can be a candidate but I prefer someone around my age. I am 5'6, 170 lbs. Also looking for someone who likes being active because I want to change my lifestyle. Email me with your stats and a face picture and I will send mine.
"
providence,"
the above picture is not me.

Fit Masculine FtM looking for Masculine Top or Tops if you got a good friend, preferably kinky and aggressive. looking to give a long deep throat cock sucking, and have both holes fucked hard. must be 420 friendly and know and understand what FtM means. prefer older

I will only respond if you list when you were last tested, either a face or body picture (NOT just a dick pic), and a description of what you like to have happen. Safe play only. 

I will NOT respond to one word responses of if you dont follow the listed instructions. Put ""Cock for 3 holes"" in the subject.
"
providence,"
I've had a very powerful fantasy to be dominated by a Top/Dom/Master. I am good looking, masculine and muscular so you would need to be able to over take me. 
This is a a serious post and I'm looking for guys who are serious BDSM and Doms who have experience with this. Trans guy here. born female but now male. all guy all over but still have a real cunt. Very masculine, furry and tattooed. travel or host. would also be interested in visiting a bathhouse for the first time
neg, on prep and poz friendly. 
older+++
"
providence,"
looking for a hot top with a nice bod and cock to cum over and use my hot ass be 18 to 35 older if ur hot. got to send a pic of u or no ass looking for company
im 5.8 tight bod and ass 7 cut thick im also vers love to flip flop as well 
"
providence,"
Im forty eight, five ten, two hundred fifteen bear hairy about five and half to six c thick. please email ... If you want to do more ask. looking for top too
"
providence,"
Looking for skinny slim..gay could be a emoboy/twink type ok.. I'm bi-closet looking for mutual oral and more shaved or smooth.I'm 56 yo, professional clean.good personal hygiene a must.I'm single and live alone I can host
Send pics 
I'm 30 min from providence
"
providence,"
Looking for a YOUNG college age twink bottom to come over and crawl into my bed.
Looking for slim, shorter guys but not set in stone!
Into hot, slow, passionate... and am a top.
Also love to eat a hot, unshowered hole out and make you moan...
Will give my stats and pics in return for yours.
And please don't ask for a face pic if you haven't sent yours first.
If no pics, no problem just don't expect mine.
Pic shown is not me but what looking for.
And plz guys, ""young twink"" doesn't mean being same age as me!

"
providence,"
I am here on business for the night and looking for a gen guy who likes to suck bi cock. I'm tall handsome hung 8"" and neg. I'm masc as well. I can host in my hotel or travel
"
providence,"
hey
real wooden gloryhole here for hung (8 inches and over) masculine guys (hairy+++). you'll get the best head of your life but you have to be clean (as in recently showered) and disease free and negative. please have e-mail on your phone so we can set this up. send your location, clear cock pic and stats. this is around wayland square. let's do it.
"
providence,"
31, 5 foot 9, 165 lbs, hairy all over, cub build. On the submissive side. Always been very attracted to Asian men and have never dome anything about it. Any interest? Please respond with stats and some sort of pic.
"
providence,"
Looking for Pete in Cumberland
I need some of your product.
Please call me soon
Aaron Red Toyota
"
providence,"
Looking to have some fun, I can host. Discreet/Masc guy here. 28. six foot 3, looking for guys under 40 who can travel. ddf/hiv neg a must. Just over Mass border.
"
providence,"
Looking to suck cock tonight. Will suck , lick ,rim and i want to swallow. Just be showered and cut. Can host any age over 21 . pic needed.
"
providence,"
Clean discreet bottom looking for hung masculine tops now or tonight if u serious tx me no sissy pls.l can host maybe travel local u must be under.40lm5tretre2six7zero.ur pic get mine pls.
"
providence,"
Hi. I am a married white male mid forties looking to establish a nice connection with a down to earth laid back guy who is either a newbie like me with the desire to explore or someone who has experience but has the patience. I am very passionate and sensual with the ladies and have been thinking what it would be like to do the same with another man. I like kissing, nipple play and body contact. I am mostly looking to pleasure you but if things go well then by all means you can reciprocate. If you enjoy wearing panties or hose that is a big plus. I am 5""8 175 so please be near those stats. It is ideal if you can host weeknights after 10pm and are local. Please change subject line to a sports team so I know you are real.
"
providence,"
Leg day was today, and feeling sore already. I am in athletic shape, and hoping you are too. If you have experience i'm very interested in meeting. Send me a response tonight, and lets trade some pics before meeting up. This is me in the photos
"
providence,"
: Looking for Masc Disc InShape WM cocksuckers Only

Gl in shape Wm need to bust a nut .. Looking for someone that enjoys teasing out a load.. nsa. come in to my studio the door is unlocked find me naked face covered.. Italian male 40 here , 5.9tall 145 lbs athletic body gl br /hzl hosting and lookn for now. perfer hairy dudes thanks .. All replys please forward pix and stats for immediate response. thanks...STILL LOOKN, HORNY AND HOSTING IF POST IS UP
"
providence,"
Hello,
I am a very young and good looking 54 year old divorced white male who takes really good care of himself, a guy next door type. I have been searching ad's for awhile now in search for another guy who truly wants to get together maybe once a week for some nice relaxing and passionate man to man enjoyment. I am very clean, safe, sane, drama free and extremely discreet 5' 8"" 180, brown hair and eyes and about 6.5 cut. Don't really do this that often because I'm not into meeting a lot of different people but would like to meet another normal sane guy who would like to meet and have some fun on a regular basis. I would like to find another next door type guy who can host and would like to hang out on occasion, go out have a few drinks somewhere, watch a game on TV, then enjoy our little secret time together. I get into mutual JO, massage, getting naked in bed together with lots of body contact and foreplay, 69; as long as it's clean and safe I'm cool. I'm looking for someone that's not into sleeping around and also would like to meet someone that would like to keep this our little secret. If this sounds interesting to you and you have also been thinking about or wanting a similar situation I hope to hear back from you. Tell me about yourself and if you could include a picture that would be great. Please put"" Our Secret"" in the subject line so I know your real and interested. I live in the East Bay area and do need to travel: however RI is a small state and if the chemistry is right I do not mind traveling so we can be together. Have a Great Day!!!
"
providence,"
Looking for mutual oral jo anal down for anythin dl masc send pics and stats can travel or meet
"
providence,"
Come on over and let me drain your cock and balls with my mouth. Please be clean and std free. Reply with age and stats.
"
providence,"
Hey there I'm a 48 swm that's looking for a twink, jock, or young dude that's under 28. I know you're out there. I can't host and I would like to try almost anything . Hit me up I have pics and can send mine for trade. . I'm not ok with someone older! just be decent looking. just clean safe fun 4o! two8five-2nine6nine
"
providence,"
Im a 24 year old new to this bottom looking to meet with a older top . I want to suck on your dick and lick your balls and maybe get my ass played with or fucked i can not host so it has to be at your place some were or in the car we can have some fun i can give road head so if you want to meet up send me your stats and a pic and i will do the same ""no face pics"" very discreet this is for tonight or sometime this week !! Older daddy +++ black ++++
"
providence,"
Hi. Cannot host. Simple I'm looking to get sucked, licked and then leave. If your hung I'll suck you if you want if not just blow me.
"
providence,"
I'm 34, thin to average, not too picky. Into strong and dom top men. My goal is to meet a guy that likes to hang out and do fun stuff, I work a lot but also get a lot of time for fun stuff too. I love a bit of everything. I like getting fucked, 69, rim jobs, JO. Pretty open sexually. I always play condom safe. Hit me up:) 

"
providence,"
College guy needs cock drained. It's 7in hard. Can host or travel. Discreet here. I just want my cock sucked. Anon is best.
"
providence,"
23 year old looking guys under 30. downlow here. send stats and dick pic. be real. big dicks to the front.
"
providence,"
Masc white male new to area 35 blond/blue 6 ft 2 in and 195lbs vers and into mutual oral and 69.

Lking for fun and friends- send me a pic face pic preferred and I ll send one back. Prefer guys between 20 and 40. Open to guys of any race. Can host now at my place.
"
providence,"
Do u need a place for Pnp?
I host only.
Rock climbing only or donation$
I have connect if needed
Looking now til 1am
You buy I host we play
Fourzeroone twoonetwo oneeightfournine
45 yrs old 6 ft brown blue 190 
Bottom vers 6 1/2 cut thick long hair very clean very nice guy here
"
providence,"
Latino guy here looking for some fun today someone inshape masculine nobody over 40 yrs old
im 27 five 6 one30 lbs vers/bottom
hit me up
send your pic and i'll reply mine
"
providence,"
come and play doctor with my hole very very clean and shaved hole use toys as your medical tools
"
providence,"
I 'd like to trade pics and meet up w an older white male 50 or older. And if we like each other you can show me the ropes. Age and weight aren't an issue, just be clean. I prefer smooth. I'm a fun, kinky guy who hasn't hooked with a guy in over 4 years. I'm versatile and 7 uc. Please send pics in first response.
"
providence,"
sissy looking for a dude to serve in any way. I like getting fucked, . 69, rim jobs, JO. Pretty open sexually. I always play condom safe. Hit me up:)
"
providence,"
looking for some fun tonite pls clean, neat and clean . pls no fem, have a picture, be ready to meet.
"
providence,"
looking for some fun tonite pls clean, neat and clean . pls no fem, have a picture, be ready to meet.
"
providence,"
I reciently broke up with my girl and am not looking for another girl right away. But I still have needs,lol. I`m single, straight, handsome, cool guy 7""cut cock, real nice one, lol 
I`m looking for oral pleasure on a regular basis. Totally love a nice slow tender lasting blow job.
I`d like to find a nice guy that simply loves to get on his knees for a buddy. Please don`t be one of these guys that sucks several dicks every day. If you can suck my dick exclusively you should respond. Please be able to host. Age and stats and availability please.
"
providence,"
Looking for other str8 dudes that are hard up and just want to kick back and get away from their girls with some porn naked and masturbate with other liked minded men... Any and all races are fine but I prefer guys under 50 only please... Black guys and shaved head guys are a plus. Please send a pic to get a reply from me. 

Thank you
"
providence,"
I am looking for shut that wants to sit back watch porn and get head . Bi dl guy here. Get back to me 
"
providence,"
Im forty eight, five ten, two hundred fifteen bear hairy. Love to have a top decent shape ..im a bottom. Into other things too . Really just looking to fool around and have each get off good. Let me know what your into. Please give you stats age and if possible pic in first email
"
providence,"
I am a very very clean and shaved total bottom looking for a top able to use condoms can host and discrete.
"
providence,"
hey curious straight dude who can use a load or two sucked out.... girlfriend is out of town and can host in private house EP/Pawt line, off Newport Avenue, been sucked off by a dude before but it's been awhile, 5 foot 8 150, fit, clean, very good looking and in good shape, nothing huge, 7 inches cut, clean and smooth.... expect you to be clean, cool, sane and discreet..
"
providence,"
Looking to suck cock tonight. Will suck , lick ,rim and i want to swallow. Just be showered and cut. Can host any age over 21 . pic needed.
"
providence,"
MARRIED GUY LOOKING FOR A YOUNG BUD TO TAKE CARE OF ME, NOTHING TO WILD JUST GOOD M2M FUN.
"
providence,"
Lking for a masc guy to pull me over his knee for a good otk spanking. gradually undress me, and continue to spank me until I am over your knee bare assed and naked.

Interested in a take charge masc guy between the ages of 30-55 who is experienced and really enjoys taking charge and spanking another masc. guy.

Lking for a spanking that has me squirming over your lap in pain and pleasure as you spank me and touch me while your dicks poking into me. Lking for a masc in shape guy. Send me a pic in the first email and tell me what a session would be like.

Can host or can travel if your in or close to Newport.
"
providence,"
im '6-2, 214, muscular swimmers build, 6-7in cut, completely shaved Cock, Balls & Asshole...Very Clean, Discreet, Oral..(69, Deepthroat, swallow) & Versatile U be 18 - 50yo,...{URI students welCum} Slim - built,..(No Fatties) Well Hung 6in or Bigger, race not an issue .. i can host 7am - 4pm Dailyfour01sven42sevn1sevn6 text me 4 Pics, info & address Thnx
"
providence,"
hot wm need to bust a nut .. drain my cock dry with ur mouth and lick my balls till i explode down ur throat.. nsa. come in to my studio the door is unlocked shut up and milk me....Italian male 40 here , 5.9tall 145 lbs athletic body gl br /hzl hosting and lookn for now. perfer hairy dudes thanks .. replys please forward pix and stats for immediate response. thanks...STILL LOOKN, HORNY AND HOSTING IF POST IS UP
"
providence,"
Masc guy here off main st looking to suck off or whatever thru a gloryhole I have here. Totally anonymous and discrete. Have a nice clean beefy musc butt if you want some ass.
"
providence,"
hello. I'm interested in someone who can host. Looking to get sucked. No talking in and out thank you. If you are big and thick I might suck you if you want.
"
providence,"
I have table, moist heat pads, heated room, heated oils, I also use hot stones in addition to massage. There is a shower most all use after massage. As far as release which again you dont have to do.. only if you choose. I can do prostate massage also with vibration, I also can do a tantric type release. Done in private apartment. stats forty eight, five ten, two hundred fifteen hairy bear. I CAN DO MASSAGES LATER THIS AFTERNOON OR THIS EVENING with notice and OR I CAN MAKE APPT DAYS FOLLOWING THAT. Ask for details
"
providence,"
Cute young asian here looking for some fun! I am 5'3"" and 155lbs average slim body, about 4.5 c clean and disease free, please be sane and disease free :)
I can host on certain days, but you would mostly need to host. Looking for 20-40yrs, someone taller and bigger than me, and something long term or recurring, lets chill yo

Txt me if you wanna do something fun, im usually into older gents, but Im open to almost anything! I like to PnP so tell me what you're into, send me a pic and txt me your number so we dont have to constantly exchange emails. Dont waste my time, I dont want to waste yours!
(Nine1Five-49Zero-2Four2Zero)
"
providence,"
can host for athletic dude versatile doesnt matter to me as long as we get off together up till two am can host
"
providence,"
40 yrs old, 6ft, 175 pds, good-looking guy
looking for another guy who wants his asshole licked.
I will eat you ass good while you jerk off.
No Strings Attached.
Dirty hole is welcome.
I have hot porn, a rim seat & fresh poppers.
"
providence,"
Hi guys im looking for something more substanscial than a one time thing its getting old im bi with gf I love woman but need a mans influence in touch also id need more than just sex I enjoy very much but need kissing massage touch affection in going places having drinks ETC im a big guy as well I know everyones not into it but im sweet kind gentle affectionate big old teddy bear I guess you could call me but im not hairy I need a man that you do the same things as with a woman if your feeling me please get back thanks in age isnt an issue just dont be like 80 lol u must host STATS 5 8 242
"
providence,"
Im forty eight, five ten, two hundred fifteen bear hairy. Love to have a top decent shape ..im a bottom. Into other vanilla things too if you are. Really just looking to fool around and have each get off good. I HAVE PICS
"
